cable_key,cable_name,rfs_year,length_km,lp_id,lp_name,country,latitude,longitude
id-aec-1,AEC-1,2016,"5,521 km",killala-ireland,"Killala, Ireland",Ireland,54.20682940735113,-9.23219461510775
id-aec-1,AEC-1,2016,"5,521 km",shirley-ny-united-states,"Shirley, NY, United States",United States,40.800283994912625,-72.87223742252935
id-africa-1,Africa-1,2026,"10,000 km",bejaia-algeria,"Bejaia, Algeria",Algeria,36.75152580000031,5.05568370000011
id-africa-1,Africa-1,2026,"10,000 km",djibouti-city-djibouti,"Djibouti City, Djibouti",Djibouti,11.594678044710776,43.14799288765091
id-africa-1,Africa-1,2026,"10,000 km",port-said-egypt,"Port Said, Egypt",Egypt,31.259279,32.28445799999981
id-africa-1,Africa-1,2026,"10,000 km",ras-ghareb-egypt,"Ras Ghareb, Egypt",Egypt,28.36590799999975,33.082788999999806
id-africa-1,Africa-1,2026,"10,000 km",marseille-france,"Marseille, France",France,43.29316463678684,5.372629023073098
id-africa-1,Africa-1,2026,"10,000 km",mombasa-kenya,"Mombasa, Kenya",Kenya,-4.053206761989876,39.67280003701128
id-africa-1,Africa-1,2026,"10,000 km",karachi-pakistan,"Karachi, Pakistan",Pakistan,24.88937409747322,67.02854237669561
id-africa-1,Africa-1,2026,"10,000 km",duba-saudi-arabia,"Duba, Saudi Arabia",Saudi Arabia,27.354018999999465,35.69652899999984
id-africa-1,Africa-1,2026,"10,000 km",berbera-somalia,"Berbera, Somalia",Somalia,10.43511582934602,45.01088219296272
id-africa-1,Africa-1,2026,"10,000 km",kalba-united-arab-emirates,"Kalba, United Arab Emirates",United Arab Emirates,25.051524,56.33997900000023
id-africa-1,Africa-1,2026,"10,000 km",al-hudaydah-yemen,"Al Hudaydah, Yemen",Yemen,14.797809999999796,42.954519999999896
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",cotonou-benin,"Cotonou, Benin",Benin,6.356578143137007,2.43991625688431
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",abidjan-cte-divoire,"Abidjan, Côte d'Ivoire",Côte d'Ivoire,5.323518612555771,-4.026241271803983
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",bata-equatorial-guinea,"Bata, Equatorial Guinea",Equatorial Guinea,1.860069534049234,9.768231377937187
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",penmarch-france,"Penmarch, France",France,47.811315015459364,-4.338692222335817
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",libreville-gabon,"Libreville, Gabon",Gabon,0.394268790397072,9.454364412783434
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",banjul-gambia,"Banjul, Gambia",Gambia,13.455945272538813,-16.58135933076553
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",accra-ghana,"Accra, Ghana",Ghana,5.558283401661053,-0.201097497196668
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",conakry-guinea,"Conakry, Guinea",Guinea,9.513624453698883,-13.70382230673977
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",suro-guinea-bissau,"Suro, Guinea-Bissau",Guinea-Bissau,11.774131923775238,-15.791145687980318
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",monrovia-liberia,"Monrovia, Liberia",Liberia,6.300076440551201,-10.79718374082979
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",nouakchott-mauritania,"Nouakchott, Mauritania",Mauritania,18.083870571147802,-15.978283586115094
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",lagos-nigeria,"Lagos, Nigeria",Nigeria,6.438874849613729,3.423216341555379
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",carcavelos-portugal,"Carcavelos, Portugal",Portugal,38.69016282606887,-9.331559779091531
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",sao-tome-sao-tome-and-principe,"Sao Tome, Sao Tome and Principe",Sao Tome and Principe,0.333291349734918,6.733297177107941
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",dakar-senegal,"Dakar, Senegal",Senegal,14.686597713745336,-17.451915354680473
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",freetown-sierra-leone,"Freetown, Sierra Leone",Sierra Leone,8.485330684414931,-13.238099980411818
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",duynefontein-south-africa,"Duynefontein, South Africa",South Africa,-33.69332250414625,18.449914853508062
id-africa-coast-to-europe-ace,Africa Coast to Europe (ACE),2012,"17,000 km",granadilla-de-abona-spain,"Granadilla de Abona, Spain",Spain,28.059115806261115,-16.518053538916995
id-airraq,Airraq,2025,680 km,dillingham-ak-united-states,"Dillingham, AK, United States",United States,59.04498753999991,-158.5087958
id-airraq,Airraq,2025,680 km,eek-ak-united-states,"Eek, AK, United States",United States,60.21970496999992,-162.03247680000007
id-airraq,Airraq,2025,680 km,platinum-ak-united-states,"Platinum, AK, United States",United States,58.985888869999926,-161.71068879999993
id-airraq,Airraq,2025,680 km,quinhagak-ak-united-states,"Quinhagak, AK, United States",United States,59.751830769999934,-161.9124421999999
id-airraq,Airraq,2025,680 km,togiak-ak-united-states,"Togiak, AK, United States",United States,59.07217535000008,-160.40215859999998
id-alaska-united-east-au-east,Alaska United East (AU-East),1999,"3,751 km",juneau-ak-united-states,"Juneau, AK, United States",United States,58.29950660150375,-134.40686179957416
id-alaska-united-east-au-east,Alaska United East (AU-East),1999,"3,751 km",lynnwood-wa-united-states,"Lynnwood, WA, United States",United States,47.82399565289682,-122.31585473995688
id-alaska-united-east-au-east,Alaska United East (AU-East),1999,"3,751 km",valdez-ak-united-states,"Valdez, AK, United States",United States,61.13035268631903,-146.35334076333427
id-alaska-united-east-au-east,Alaska United East (AU-East),1999,"3,751 km",whittier-ak-united-states,"Whittier, AK, United States",United States,60.77292972367666,-148.68473864788308
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,angoon-ak-united-states,"Angoon, AK, United States",United States,57.50184070413134,-134.58225230032588
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,hawk-inlet-ak-united-states,"Hawk Inlet, AK, United States",United States,58.128107290422165,-134.74182249978475
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,juneau-ak-united-states,"Juneau, AK, United States",United States,58.29950660150375,-134.40686179957416
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,ketchikan-ak-united-states,"Ketchikan, AK, United States",United States,55.342096,-131.64781899999988
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,petersburg-ak-united-states,"Petersburg, AK, United States",United States,56.80761348649167,-132.97004641117766
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,sitka-ak-united-states,"Sitka, AK, United States",United States,57.05291252397816,-135.33440020499748
id-alaska-united-southeast-au-se,Alaska United Southeast (AU-SE),2008,626 km,wrangell-ak-united-states,"Wrangell, AK, United States",United States,56.47079696590441,-132.38381635771856
id-alaska-united-turnagain-arm-auta,Alaska United Turnagain Arm (AUTA),2012,53 km,mchugh-point-ak-united-states,"McHugh Point, AK, United States",United States,61.01571463051166,-149.73219884335225
id-alaska-united-turnagain-arm-auta,Alaska United Turnagain Arm (AUTA),2012,53 km,portage-ak-united-states,"Portage, AK, United States",United States,60.82828925189919,-148.98981655676278
id-alaska-united-west-au-west,Alaska United West (AU-West),2004,"2,485 km",ketchikan-ak-united-states,"Ketchikan, AK, United States",United States,55.342096,-131.64781899999988
id-alaska-united-west-au-west,Alaska United West (AU-West),2004,"2,485 km",seward-ak-united-states,"Seward, AK, United States",United States,60.11218885428943,-149.44313654812672
id-alaska-united-west-au-west,Alaska United West (AU-West),2004,"2,485 km",warrenton-or-united-states,"Warrenton, OR, United States",United States,46.165128101471126,-123.92386141332996
id-alba-1,ALBA-1,2012,"1,860 km",santiago-de-cuba-cuba,"Santiago de Cuba, Cuba",Cuba,20.028793830551784,-75.82897360919968
id-alba-1,ALBA-1,2012,"1,860 km",siboney-cuba,"Siboney, Cuba",Cuba,19.9636378462319,-75.71237212930231
id-alba-1,ALBA-1,2012,"1,860 km",ocho-rios-jamaica,"Ocho Rios, Jamaica",Jamaica,18.398554763480092,-77.10319145653189
id-alba-1,ALBA-1,2012,"1,860 km",la-guaira-venezuela,"La Guaira, Venezuela",Venezuela,10.60315396481653,-66.8896244731685
id-aletar,Aletar,1997,787 km,alexandria-egypt,"Alexandria, Egypt",Egypt,31.191886381300385,29.889799154879793
id-aletar,Aletar,1997,787 km,tartous-syria,"Tartous, Syria",Syria,34.891704567154335,35.89780271125367
id-almera-melilla-alme,Almería-Melilla (ALME),1990,198 km,almera-spain,"Almería, Spain",Spain,36.84186500000091,-2.463795000000609
id-almera-melilla-alme,Almería-Melilla (ALME),1990,198 km,melilla-spain,"Melilla, Spain",Spain,35.292277500000246,-2.938097300000332
id-alonso-de-ojeda,Alonso de Ojeda,1999,128 km,baby-beach-aruba,"Baby Beach, Aruba",Aruba,12.414141621401608,-69.87868485568913
id-alonso-de-ojeda,Alonso de Ojeda,1999,128 km,willemstad-curaao,"Willemstad, Curaçao",Curaçao,12.09531920781741,-68.89660547327941
id-alpal-2,Alpal-2,2002,312 km,el-djamila-algeria,"El Djamila, Algeria",Algeria,36.80021914596024,2.901439367437128
id-alpal-2,Alpal-2,2002,312 km,ses-covetes-spain,"Ses Covetes, Spain",Spain,39.35454015029774,2.970970568180556
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",fortaleza-brazil,"Fortaleza, Brazil",Brazil,-3.718833983135859,-38.542964866708125
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",rio-de-janeiro-brazil,"Rio de Janeiro, Brazil",Brazil,-22.90339400756494,-43.209563123346165
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",salvador-brazil,"Salvador, Brazil",Brazil,-12.969985149046327,-38.504537159555746
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",barranquilla-colombia,"Barranquilla, Colombia",Colombia,10.94046235659719,-74.77975560247559
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",cartagena-colombia,"Cartagena, Colombia",Colombia,10.386695392812182,-75.50568282259698
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",schooner-bight-colombia,"Schooner Bight, Colombia",Colombia,12.551128558504994,-81.73000254138753
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",puerto-limon-costa-rica,"Puerto Limon, Costa Rica",Costa Rica,9.988605692364448,-83.0376721157713
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",puerto-plata-dominican-republic,"Puerto Plata, Dominican Republic",Dominican Republic,19.79934388457018,-70.6912331081983
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",santo-domingo-dominican-republic,"Santo Domingo, Dominican Republic",Dominican Republic,18.48681,-69.940539
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",puerto-barrios-guatemala,"Puerto Barrios, Guatemala",Guatemala,15.727143540875408,-88.59723848982233
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",cancn-mexico,"Cancún, Mexico",Mexico,21.095724564801927,-86.76755228598918
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",hollywood-fl-united-states,"Hollywood, FL, United States",United States,26.010202101419708,-80.16023274792633
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",jacksonville-fl-united-states,"Jacksonville, FL, United States",United States,30.33176074674755,-81.65573950099538
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",ponce-pr-united-states,"Ponce, PR, United States",United States,17.982659,-66.626612
id-america-movil-submarine-cable-system-1-amx-1,America Movil Submarine Cable System-1 (AMX-1),2014,"17,800 km",san-juan-pr-united-states,"San Juan, PR, United States",United States,18.465839112933374,-66.10666604344867
id-american-1,AmeriCan-1,1999,140 km,cordova-bay-bc-canada,"Cordova Bay, BC, Canada",Canada,48.520397324657175,-123.36724700802326
id-american-1,AmeriCan-1,1999,140 km,esquimalt-bc-canada,"Esquimalt, BC, Canada",Canada,48.43011999999963,-123.414634
id-american-1,AmeriCan-1,1999,140 km,oak-harbor-wa-united-states,"Oak Harbor, WA, United States",United States,48.290598,-122.647147
id-american-1,AmeriCan-1,1999,140 km,point-roberts-wa-united-states,"Point Roberts, WA, United States",United States,48.988680000000116,-123.056754
id-american-1,AmeriCan-1,1999,140 km,seattle-wa-united-states,"Seattle, WA, United States",United States,47.603559999999284,-122.329439
id-americas-i-north,Americas-I North,1994,"2,012 km",magens-bay-vi-united-states,"Magen’s Bay, VI, United States",United States,18.372989080105853,-64.93708679386458
id-americas-i-north,Americas-I North,1994,"2,012 km",vero-beach-fl-united-states,"Vero Beach, FL, United States",United States,27.638389595699074,-80.39426578526016
id-americas-ii,Americas-II,2000,"8,373 km",fortaleza-brazil,"Fortaleza, Brazil",Brazil,-3.718833983135859,-38.542964866708125
id-americas-ii,Americas-II,2000,"8,373 km",willemstad-curaao,"Willemstad, Curaçao",Curaçao,12.09531920781741,-68.89660547327941
id-americas-ii,Americas-II,2000,"8,373 km",cayenne-french-guiana,"Cayenne, French Guiana",French Guiana,4.941366580222851,-52.32108010616207
id-americas-ii,Americas-II,2000,"8,373 km",le-lamentin-martinique,"Le Lamentin, Martinique",Martinique,14.615536344106692,-61.094267250528915
id-americas-ii,Americas-II,2000,"8,373 km",port-of-spain-trinidad-and-tobago,"Port of Spain, Trinidad and Tobago",Trinidad and Tobago,10.649788927296157,-61.51667906066347
id-americas-ii,Americas-II,2000,"8,373 km",hollywood-fl-united-states,"Hollywood, FL, United States",United States,26.010202101419708,-80.16023274792633
id-americas-ii,Americas-II,2000,"8,373 km",miramar-pr-united-states,"Miramar, PR, United States",United States,18.453414915988066,-66.08288676341914
id-americas-ii,Americas-II,2000,"8,373 km",camuri-venezuela,"Camuri, Venezuela",Venezuela,10.606453559387985,-66.87819870001263
id-americas-ii,Americas-II,2000,"8,373 km",st-croix-virgin-islands-u-s-,"St. Croix, Virgin Islands (U.S.)",Virgin Islands (U.S.),17.77186426252591,-64.8194110959771
id-amerigo-vespucci,Amerigo Vespucci,1999,85 km,willemstad-curaao,"Willemstad, Curaçao",Curaçao,12.09531920781741,-68.89660547327941
id-amerigo-vespucci,Amerigo Vespucci,1999,85 km,kralendijk-bonaire-netherlands,"Kralendijk, Bonaire, Netherlands",Netherlands,12.150684714118114,-68.27668403743753
id-amitie,Amitie,2023,"6,792 km",le-porge-france,"Le Porge, France",France,44.893828011372406,-1.211874000599161
id-amitie,Amitie,2023,"6,792 km",bude-united-kingdom,"Bude, United Kingdom",United Kingdom,50.82811048000128,-4.544404967232005
id-amitie,Amitie,2023,"6,792 km",lynn-ma-united-states,"Lynn, MA, United States",United States,42.46366906639672,-70.95026612782192
id-andromeda,ANDROMEDA,2026,,yeroskipos-cyprus,"Yeroskipos, Cyprus",Cyprus,34.76641137968897,32.46655514198169
id-andromeda,ANDROMEDA,2026,,korakia-greece,"Korakia, Greece",Greece,35.40468686287067,24.931604989680174
id-andromeda,ANDROMEDA,2026,,tirat-carmel-israel,"Tirat Carmel, Israel",Israel,32.76170000000019,34.97190100000024
id-andromeda,ANDROMEDA,2026,,aqaba-jordan,"Aqaba, Jordan",Jordan,29.580860522284233,35.004998593222545
id-andromeda,ANDROMEDA,2026,,haql-saudi-arabia,"Haql, Saudi Arabia",Saudi Arabia,29.283851999999897,34.95220799999987
id-anjana,Anjana,2025,"7,121 km",santander-spain,"Santander, Spain",Spain,43.4614999999993,-3.810009
id-anjana,Anjana,2025,"7,121 km",myrtle-beach-sc-united-states,"Myrtle Beach, SC, United States",United States,33.69357,-78.8826750000001
id-antillas-1,Antillas 1,1997,650 km,cacique-dominican-republic,"Cacique, Dominican Republic",Dominican Republic,18.69957399999976,-70.161736
id-antillas-1,Antillas 1,1997,650 km,punta-cana-dominican-republic,"Punta Cana, Dominican Republic",Dominican Republic,18.621279512611874,-68.43825618860332
id-antillas-1,Antillas 1,1997,650 km,isla-verde-pr-united-states,"Isla Verde, PR, United States",United States,18.441649889620585,-66.01687118518515
id-apcn-2,APCN-2,2001,"19,000 km",chongming-china,"Chongming, China",China,31.619883221433906,121.39520308159317
id-apcn-2,APCN-2,2001,"19,000 km",lantau-island-china,"Lantau Island, China",China,22.271491582355683,113.94833335702553
id-apcn-2,APCN-2,2001,"19,000 km",shantou-china,"Shantou, China",China,23.354554663214007,116.67547986258927
id-apcn-2,APCN-2,2001,"19,000 km",chikura-japan,"Chikura, Japan",Japan,34.976657744880164,139.95466259014782
id-apcn-2,APCN-2,2001,"19,000 km",kitaibaraki-japan,"Kitaibaraki, Japan",Japan,36.80178305286783,140.75095108854964
id-apcn-2,APCN-2,2001,"19,000 km",cherating-malaysia,"Cherating, Malaysia",Malaysia,4.130238298773818,103.39365333405976
id-apcn-2,APCN-2,2001,"19,000 km",batangas-philippines,"Batangas, Philippines",Philippines,13.765553306627538,121.06492987806165
id-apcn-2,APCN-2,2001,"19,000 km",katong-singapore,"Katong, Singapore",Singapore,1.309281803574792,103.90468812828793
id-apcn-2,APCN-2,2001,"19,000 km",busan-south-korea,"Busan, South Korea",South Korea,35.17014221411413,128.99929925728011
id-apcn-2,APCN-2,2001,"19,000 km",tanshui-taiwan,"Tanshui, Taiwan",Taiwan,25.18136115573805,121.46258584635854
id-apocs-1,APOCS 1,1991,,cape-ray-nl-canada,"Cape Ray, NL, Canada",Canada,47.636672999999746,-59.284726
